,Value,Type,Class,Description
8609,autosomaldominantlyinheritedcancersyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8610,tumor,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8611,hemangioblastomas,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8612,hemangioblastomas,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8613,renalcellcarcinomas,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8614,pancreaticcystsandtumors,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8615,pheochromocytomas,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8616,endolymphaticsactumors,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8617,epididymalcystadenomas,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8618,VHL,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8619,VHL,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8620,VHL,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8621,VHL,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8622,VHL,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8623,VHL,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8624,VHL,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8625,VHL,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8626,VHL,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8627,VHL,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8628,VHL,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8629,VHL,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8630,VHLgeneabnormality,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8631,cancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8632,tumor,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8633,malignantrhabdoidtumors,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8634,tumors,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8635,rhabdoidtumors,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8636,tumors,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8637,choroidplexuscarcinomas,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8638,neuroectodermaltumors,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8639,medulloblastomas,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8640,breastcancers,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8641,Wilmstumors,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8642,gliomas,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8643,ependymomas,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8644,sarcomas,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8645,tumor,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8646,rhabdoidtumors,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8647,choroidplexuscarcinomas,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8648,medulloblastomas,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8649,cancers,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8650,rhabdoid,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8651,Spinocerebellarataxiatype-3,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8652,Machado-Josephdisease,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8653,SCA3,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8654,MJD,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8655,CAG/polyglutaminerepeatdisease,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8656,polyglutaminedisease,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8657,neuronaldysfunction,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8658,SCA3,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8659,MJD,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8660,SCA3,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8661,MJD,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8662,Prader-Willi,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8663,Prader-Willisyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8664,PWS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8665,neurogeneticdisorder,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8666,contiguousgenesyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8667,PWS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8668,PWS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8669,PWS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8670,PWS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8671,PWS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8672,PWS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8673,Alveolarrhabdomyosarcoma,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8674,pediatriccancerofstriatedmuscle,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8675,alveolarrhabdomyosarcoma,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8676,hemochromatosis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8677,HFEdeficiency,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8678,hemochromatosis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8679,HFE-deficient,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8680,hemochromatosis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8681,Ataxia-telangiectasia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8682,geneticdisorder,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8683,immunedeficiency,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8684,chromosomeinstability,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8685,lymphoidmalignancy,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8686,ataxia-telangiectasia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8687,chroniclymphocyticleukemia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8688,leukemia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8689,leukemic,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8690,lymphoidmalignancies,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8691,Burkittslymphoma,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8692,lymphoidneoplasms,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8693,Frasiersyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8694,Frasiersyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8695,FS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8696,Denys-Drashsyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8697,DDS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8698,WT1geneabnormality,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8699,FS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8700,DDS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8701,PDS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8702,deafness,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8703,Pendredsyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8704,Pendredsyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8705,recessiveinheriteddisorder,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8706,developmentalabnormalitiesofthecochlea,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8707,sensorineuralhearingloss,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8708,diffusethyroidenlargement,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8709,goiter,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8710,hereditarydeafness,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8711,PDS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8712,PDS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8713,deafness,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8714,deafness,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8715,PDS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8716,PDS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8717,deafness,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8718,Sjogren-Larssonsyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8719,Sjogren-Larssonsyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8720,SLS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8721,autosomalrecessivedisorder,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8722,ichthyosis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8723,mentalretardation,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8724,spasticity,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8725,deficientactivityoffattyaldehydedehydrogenase,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8726,SLS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8727,SLS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8728,SLS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8729,SLS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8730,SLS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8731,SLS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8732,periodontaldisease,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8733,palmoplantarkeratosis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8734,Papillon-Lefevresyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8735,keratosispalmoplantaris,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8736,periodontopathia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8737,PLS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8738,autosomalrecessivedisorder,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8739,periodontitis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8740,toothloss,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8741,Palmoplantarkeratosis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8742,hyperkeratosis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8743,Keratosis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8744,PLS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8745,periodontitis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8746,hyperkeratosis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8747,palmoplantarkeratosis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8748,periodontitis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8749,periodontitis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8750,PLS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8751,VanderWoudesyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8752,VanderWoudesyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8753,VWS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8754,autosomaldominantcraniofacialdisorder,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8755,cleftlip,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8756,cleftpalate,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8757,lippits,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8758,hypodontia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8759,VWS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8760,VWS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8761,VWS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8762,VWS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8763,VWS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8764,VWS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8765,VWS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8766,neonatalalloimmunethrombocytopenia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8767,Papillon-Lefevresyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8768,Papillon-Lefevresyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8769,PLS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8770,autosomalrecessivedisorder,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8771,palmoplantarhyperkeratosis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8772,periodontitis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8773,PLS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8774,PLS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8775,PLS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8776,PLS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8777,palmoplantarhyperkeratosis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8778,periodontitis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8779,PLS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8780,periodontaldisease,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8781,alkaptonuria,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8782,Alkaptonuria,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8783,AKU,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8784,inbornerrorofmetabolism,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8785,AKU,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8786,AKU,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8787,AKU,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8788,AKU,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8789,attenuatedAPC,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8790,APC,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8791,adenomatouspolypsofthecolonandrectum,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8792,colorectalcancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8793,APC,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8794,attenuatedadenomatouspolyposiscoli,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8795,AAPC,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8796,AAPC,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8797,colorectalpolyps,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8798,colorectalcancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8799,APC,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8800,AAPC,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8801,APC,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8802,APC,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8803,APC,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8804,attenuatedpolyposis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8805,Alstromsyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8806,Alstromsyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8807,autosomalrecessivedisorder,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8808,retinaldegeneration,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8809,sensorineuralhearingloss,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8810,obesity,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8811,non-insulin-dependentdiabetesmellitus,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8812,Alstromsyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8813,Alstromsyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8814,Pendredsyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8815,PDS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8816,Pendredsyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8817,congenitalsensorineuralhearingloss,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8818,thyroidgoiter,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8819,autosomalrecessivedisorder,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8820,PDS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8821,PDS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8822,congenitaldeafness,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8823,widenedvestibularaqueduct,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8824,goiter,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8825,Pendredsyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8826,PDS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8827,congenitalhearingloss,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8828,innerearmorphologicalanomaly,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8829,thyroidgoiter,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8830,Knoblochsyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8831,midlinescalpdefectofthefrontalregion,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8832,Knoblochsyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8833,vitreoretinaldegeneration,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8834,highmyopia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8835,cataract,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8836,telecanthus,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8837,hypertelorism,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8838,high-archedpalate,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8839,defectoftheanteriormidlinescalp,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8840,midlinescalpdefects,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8841,ataxia-telangiectasia-likedisorder,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8842,ataxia-telangiectasia-likedisorder,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8843,ATLD,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8844,A-T,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8845,NBS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8846,hypersensitivitytoionizingradiation,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8847,A-T,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8848,familialexpansileosteolysis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8849,Familialexpansileosteolysis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8850,FEO,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8851,autosomaldominantbonedisorder,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8852,increasedboneremodelling,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8853,osteolyticlesions,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8854,FEO,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8855,FEO,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8856,familialPagetdiseaseofbone,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8857,PDB,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8858,Brugadasyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8859,congenitallong-QTsyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8860,LQT3,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8861,idiopathicventricularfibrillation,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8862,IVF,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8863,IVF,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8864,LQT3,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8865,IVF,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8866,retinoblastoma,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8867,hereditaryretinoblastoma,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8868,retinoblastoma,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8869,hereditaryretinoblastoma,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8870,retinoblastoma,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8871,Friedreichataxia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8872,Friedreichataxia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8873,autosomalrecessiveneurodegenerativedisease,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8874,inheritedataxias,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8875,Friedreichataxia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8876,Friedreichataxia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8877,FRDA,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8878,X-linkedretinoschisis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8879,X-linkedretinoschisis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8880,XLRS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8881,vitreoretinaldystrophy,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8882,visualloss,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8883,XLRS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8884,XLRS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8885,geneticabnormalities,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8886,XLRS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8887,XLRS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8888,Ataxia-telangiectasia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8889,hereditarymultisystemicdisease,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8890,ataxiatelangiectasia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8891,neurodegeneration,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8892,cancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8893,immunedefects,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8894,hypersensitivitytoionizingradiation,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8895,neurologicallesion,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8896,ataxia-telangiectasia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8897,Haim-Munksyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8898,Papillon-Lefevresyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8899,palmoplantarkeratoderma(PPK)conditions,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8900,Papillon-Lefevresyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8901,PLS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8902,Haim-Munksyndrome,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8903,HMS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8904,PLS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8905,HMS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8906,PPK,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8907,periodontitis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8908,HMS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8909,arachnodactyly,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8910,acro-osteolysis,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8911,atrophicchangesofthenails,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8912,radiographicdeformityofthefingers,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8913,PLS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8914,HMS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8915,PLS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8916,HMS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8917,geneticdefect,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8918,PLS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8919,HMS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8920,PLS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8921,HMS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8922,HMS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8923,HMS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8924,PLS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8925,PLS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8926,HMS,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8927,breastcancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8928,autosomalrecessivedisorder,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8929,ataxia-telangiectasia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8930,A-T,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8931,breastcancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8932,breastcancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8933,sporadicbreastcancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8934,breastcancer,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8935,G6PDdeficiency,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8936,episodichemolyticanemia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8937,life-longhemolyticanemia,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8938,G6PDdeficiency,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
8939,G6PDdeficiency,Text,Disease,"an illness affecting humans, animals or plants, often caused by infection"
